Rk,Player,Pos,Age,PER,BPM,VORP,WS,PTS,AST,TRB,MP,WLp,SRS,Trade Value,Predicted Trade Value (RandomForest)
222.0,Kevin Huerter,SG,24.0,15.2,1.0,1.7,4.9,0.4592145015105739,0.2710280373831776,0.264,0.7755215577190543,0.585,2.3,0.6405868567099434,0.8440423638119735
224.0,De'Andre Hunter,SF,25.0,11.5,-3.3,-0.7,2.5,0.4652567975830816,0.1308411214953271,0.336,0.7495479833101529,0.5,0.32,-0.10676252450930436,0.12100824251685484
225.0,Bones Hyland,PG,22.0,15.45,-0.8500000000000001,0.2,0.7,0.3459214501510573,0.2990654205607476,0.22,0.1946105702364394,0.5915,1.675,-0.06992896192923113,0.05044527454573131
226.0,Serge Ibaka,C,33.0,9.8,-4.5,-0.1,0.2,0.1238670694864048,0.02803738317757,0.2239999999999999,0.0676634214186369,0.707,3.61,-0.6894435935299388,-0.42250366164454384
228.0,Joe Ingles,SF,35.0,10.7,-0.7,0.3,2.3,0.2084592145015106,0.308411214953271,0.2239999999999999,0.3702016689847009,0.707,3.61,-0.07664922310627298,0.0025807375404552535
229.0,Brandon Ingram,SF,25.0,19.2,1.7,1.4,3.5,0.7462235649546827,0.5420560747663552,0.44,0.5459666203059805,0.512,1.63,0.9102392462165971,0.8254362408120847
230.0,Kyrie Irving,PG,30.0,21.6,3.8,2.2,4.3,0.8187311178247734,0.4953271028037383,0.408,0.5260778859527121,0.549,1.03,1.1472093294666654,1.079999715600835
230.0,Kyrie Irving,SG,30.0,24.0,4.9,1.3,3.1,0.8157099697885196,0.5607476635514019,0.4,0.2778859527121001,0.463,-0.14,0.9753096533696853,0.8605778920142558
232.0,Jaden Ivey,SG,20.0,12.1,-3.3,-0.7,0.0,0.4924471299093655,0.485981308411215,0.312,0.811230876216968,0.207,-7.73,-0.25877369903630243,-0.03601376206242957
234.0,Isaiah Jackson,C,21.0,17.5,-0.8,0.3,2.7,0.2175226586102719,0.0747663551401869,0.36,0.3673504867872044,0.427,-2.91,-0.10395333114060737,-0.039538224859183596
235.0,Jaren Jackson Jr.,C,23.0,21.6,2.8,2.2,6.6,0.5619335347432024,0.0934579439252336,0.544,0.630528511821975,0.622,3.6,1.1064377640206333,1.201766839733012
237.0,Quenton Jackson,PG,24.0,12.2,-5.1,-0.1,0.2,0.1873111782477341,0.1588785046728972,0.072,0.0514603616133518,0.427,-1.06,-0.8045337667298463,-0.515442395253168
238.0,Reggie Jackson,PG,32.0,9.65,-4.4,-0.4499999999999999,0.35,0.2839879154078549,0.308411214953271,0.1599999999999999,0.2953059805285118,0.5915,1.675,-0.5208809683911716,-0.2474244923733655
239.0,LeBron James,PF,38.0,23.9,6.1,4.0,5.6,0.8731117824773413,0.6355140186915889,0.664,0.6910639777468707,0.524,0.43,1.7688347940839162,1.709190762222885
240.0,Ty Jerome,SG,25.0,12.8,-0.8,0.3,2.1,0.2084592145015106,0.2803738317757009,0.136,0.2893254520166898,0.537,1.66,-0.18821321692730067,-0.03130458369614373
241.0,Isaiah Joe,SG,23.0,14.5,0.9,1.0,3.8,0.2870090634441087,0.1121495327102803,0.192,0.4909944367176634,0.488,0.96,0.11622862373974445,0.2765069485727374
243.0,Cameron Johnson,PF,26.0,17.15,2.9,0.7,1.75,0.4607250755287009,0.1682242990654205,0.344,0.2174895688456188,0.549,1.5550000000000002,0.25415378268812533,0.4307040526699359
244.0,Jalen Johnson,SF,21.0,14.1,0.3,0.6,2.1,0.1691842900302114,0.1121495327102803,0.32,0.3667941585535466,0.5,0.32,-0.07859686715248013,0.025683369171714463
245.0,James Johnson,PF,35.0,8.4,-4.4,-0.1,0.1,0.0845921450151057,0.0747663551401869,0.136,0.0587621696801112,0.427,-2.91,-1.0253571223942883,-0.6782758309164504
246.0,Keldon Johnson,SF,23.0,15.3,-1.8,0.1,1.3,0.6646525679758308,0.2710280373831776,0.4,0.727990264255911,0.268,-9.82,0.00430401772152254,0.1297209479639007
247.0,Keon Johnson,SG,20.0,9.0,-5.4,-0.4,-0.5,0.1419939577039275,0.1401869158878504,0.088,0.1475660639777468,0.402,-3.96,-0.9839051341341958,-0.6488738047525564
248.0,Stanley Johnson,SF,26.0,13.5,-1.0,0.1,0.7,0.175226586102719,0.205607476635514,0.256,0.1678025034770514,0.268,-9.82,-0.630878877905696,-0.5077104610116028
249.0,Nikola Jokić,C,27.0,31.5,13.0,8.8,14.9,0.7401812688821752,0.9158878504672898,0.944,0.818741307371349,0.646,3.04,3.6087397100867546,3.284469867566653
251.0,Damian Jones,C,27.0,13.1,-1.75,0.0,0.6000000000000001,0.107250755287009,0.0373831775700934,0.24,0.0863699582753824,0.4875,-0.3,-0.5905018363955438,-0.4714127484455812
252.0,Derrick Jones Jr.,PF,25.0,13.8,-0.4,0.3,2.4,0.1510574018126888,0.0467289719626168,0.192,0.314673157162726,0.488,1.37,-0.2709480458201057,-0.08982045336315128
253.0,Herbert Jones,PF,24.0,12.1,-0.3,0.8,4.2,0.2960725075528701,0.2336448598130841,0.3279999999999999,0.6879694019471488,0.512,1.63,0.2343874015793771,0.36210075089538357
254.0,Kai Jones,C,22.0,10.8,-4.0,-0.3,0.7,0.1027190332326283,0.02803738317757,0.216,0.1947148817802503,0.329,-5.89,-0.8844310721741605,-0.6785227584662483
255.0,Tre Jones,PG,23.0,16.0,-1.0,0.5,3.4,0.3897280966767371,0.616822429906542,0.288,0.6993045897079277,0.268,-9.82,0.15510858370596925,0.1303731775791738
256.0,Tyus Jones,PG,26.0,16.0,1.6,1.7,5.7,0.311178247734139,0.485981308411215,0.2,0.6823018080667593,0.622,3.6,0.712484723819631,0.7821338761518529
257.0,DeAndre Jordan,C,34.0,14.7,-1.8,0.0,1.4,0.1540785498489426,0.0841121495327102,0.416,0.2082753824756606,0.646,3.04,-0.23774484726394615,-0.16660519593297438
258.0,Cory Joseph,PG,31.0,12.1,-1.5,0.2,1.8,0.2084592145015106,0.3271028037383178,0.136,0.4328233657858136,0.207,-7.73,-0.531654573177172,-0.2896915668245873
259.0,Nikola Jović,PF,19.0,10.6,-3.4,-0.1,0.2,0.1661631419939577,0.0654205607476635,0.168,0.0749652294853963,0.537,-0.13,-0.6722223605291121,-0.44759651569625275
260.0,Johnny Juzang,SG,21.0,6.5,-6.5,-0.3,-0.2,0.1450151057401812,0.0373831775700934,0.176,0.0844575799721835,0.451,-1.03,-1.0273437986420477,-0.7255537592182045
262.0,Frank Kaminsky,C,29.0,14.9,2.6,0.2,0.5,0.0815709969788519,0.0747663551401869,0.1119999999999999,0.0628650904033379,0.5,0.32,-0.41421869402143213,-0.33702408456763644
264.0,Luke Kennard,SG,26.0,13.25,0.75,0.3999999999999999,1.7,0.2885196374622356,0.1588785046728971,0.22,0.2357962447844228,0.5795,1.955,-0.09575313352031385,0.03903247227305689
265.0,Walker Kessler,C,21.0,21.5,2.9,2.1,7.1,0.2779456193353474,0.0841121495327102,0.672,0.5994436717663422,0.451,-1.03,0.8728447956530658,0.8741578644419319
268.0,Corey Kispert,SF,23.0,11.5,-1.5,0.2,3.8,0.3353474320241691,0.1121495327102803,0.2239999999999999,0.7368915159944368,0.427,-1.06,-0.06547211528719975,0.10496940134549672
269.0,Maxi Kleber,PF,31.0,8.7,-2.2,0.0,1.3,0.1782477341389728,0.1308411214953271,0.288,0.3313977746870654,0.463,-0.14,-0.5116970538927755,-0.36712639054770035
270.0,Nathan Knight,C,25.0,14.5,-3.2,-0.1,0.7,0.1117824773413897,0.02803738317757,0.12,0.103164116828929,0.512,-0.22,-0.6567557137692324,-0.4519014039644593
271.0,Kevin Knox,PF,23.0,12.4,-4.6,-0.2,0.1,0.2567975830815709,0.0841121495327102,0.264,0.1300764951321279,0.402,-3.96,-0.7179381672027729,-0.4734721801839213
271.0,Kevin Knox,SF,23.0,10.3,-2.8,-0.1,0.5,0.1691842900302114,0.0373831775700934,0.208,0.2103963838664812,0.207,-7.73,-0.8892142329621473,-0.6096200094313
272.0,Christian Koloko,C,22.0,11.4,-3.5,-0.3,1.7,0.093655589123867,0.0467289719626168,0.2319999999999999,0.2829624478442281,0.5,1.59,-0.5489759530885964,-0.3204450771685978
273.0,John Konchar,SF,26.0,10.8,0.5,0.9,3.5,0.1540785498489426,0.1308411214953271,0.344,0.5260083449235049,0.622,3.6,0.10734211795423747,0.21280036054075438
274.0,Furkan Korkmaz,SG,25.0,9.3,-4.4,-0.2,0.1,0.1148036253776434,0.0560747663551401,0.088,0.1253477051460361,0.659,4.37,-0.7174976347018008,-0.4060760503736622
275.0,Luke Kornet,C,27.0,16.7,1.0,0.6,3.3,0.1148036253776434,0.0747663551401869,0.2319999999999999,0.2829276773296245,0.695,6.38,0.10701482707456102,0.03563117689161727
276.0,Vit Krejci,PG,22.0,7.7,-3.6,-0.1,0.1,0.0362537764350453,0.0560747663551401,0.072,0.0586578581363004,0.5,0.32,-0.913808856004235,-0.6337720335537415
277.0,Jonathan Kuminga,PF,20.0,13.3,-1.7,0.1,2.4,0.2990936555891239,0.1775700934579439,0.272,0.4912378303198887,0.537,1.66,-0.04770212863632421,0.07297514970136118
278.0,Kyle Kuzma,PF,27.0,14.3,-1.7,0.2,0.9,0.6404833836858006,0.3457943925233645,0.5760000000000001,0.7899860917941586,0.427,-1.06,0.3101873769695211,0.4063919096157197
279.0,Anthony Lamb,SF,25.0,10.9,-1.1,0.3,2.4,0.202416918429003,0.1401869158878504,0.28,0.4215229485396384,0.537,1.66,-0.18106074862737964,-0.03968799643106765
280.0,Jock Landale,C,27.0,16.4,-1.1,0.2,2.7,0.1993957703927492,0.0934579439252336,0.3279999999999999,0.3446453407510431,0.549,2.08,-0.072315589704989,0.04061977513905126
281.0,Romeo Langford,SG,23.0,10.4,-4.2,-0.5,0.5,0.2084592145015106,0.1121495327102803,0.216,0.2995827538247566,0.268,-9.82,-0.8934588582966647,-0.616495221474641
282.0,Jake LaRavia,PF,21.0,6.7,-3.5,-0.2,0.5,0.0906344410876132,0.0560747663551401,0.144,0.1473574408901251,0.622,3.6,-0.7051437149563805,-0.4489428259618433
283.0,Zach LaVine,SG,27.0,19.0,1.9,2.7,7.1,0.7492447129909365,0.3925233644859813,0.36,0.9742350486787204,0.488,1.37,1.2383533853309419,1.2725682373379192
285.0,Damion Lee,SG,30.0,10.7,-1.7,0.1,2.6,0.2477341389728096,0.1214953271028037,0.24,0.5300417246175244,0.549,2.08,-0.20286614519157684,-0.001022828328685401
286.0,Saben Lee,PG,23.0,13.1,-1.8,0.0,0.7,0.1903323262839879,0.2616822429906542,0.16,0.1310152990264255,0.549,2.08,-0.3637431650060906,-0.25074948708516687
287.0,Alex Len,C,29.0,12.8,-4.0,-0.1,0.3,0.0513595166163141,0.0467289719626168,0.184,0.0574408901251738,0.585,2.3,-0.7043072363330619,-0.4928810780772206
288.0,Kawhi Leonard,SF,31.0,23.9,6.1,3.5,7.1,0.7190332326283988,0.3644859813084112,0.52,0.6187760778859527,0.537,0.31,1.5177272515435751,1.5812776072402386
290.0,Caris LeVert,SG,28.0,12.4,-0.2,1.0,4.4,0.3655589123867069,0.3644859813084112,0.304,0.7876216968011126,0.622,5.23,0.49239894160625886,0.5371143958158447
291.0,Kira Lewis Jr.,PG,21.0,14.5,-0.3,0.1,0.6,0.1389728096676737,0.0841121495327102,0.104,0.0842837273991655,0.512,1.63,-0.4388892662866133,-0.2887749885850812
292.0,Damian Lillard,PG,32.0,26.7,7.1,4.9,9.0,0.972809667673716,0.6822429906542057,0.384,0.7445410292072323,0.402,-3.96,1.9911794696518508,1.9478429854166748
293.0,Nassir Little,SF,22.0,10.2,-3.0,-0.3,0.7,0.1993957703927492,0.0841121495327102,0.208,0.3449582753824756,0.402,-3.96,-0.6575281533814263,-0.4675292462049475
294.0,Isaiah Livers,PF,24.0,8.4,-2.4,-0.1,1.0,0.202416918429003,0.0747663551401869,0.2239999999999999,0.4242350486787204,0.207,-7.73,-0.7743828656678667,-0.4824692076575479
295.0,Kenneth Lofton Jr.,PF,20.0,20.2,-0.4,0.1,0.5,0.1510574018126888,0.0747663551401869,0.168,0.063038942976356,0.622,3.6,-0.19281613918516433,-0.11948720140118868
296.0,Kevon Looney,C,26.0,17.8,2.1,2.0,8.7,0.2114803625377643,0.2336448598130841,0.7440000000000001,0.6884214186369959,0.537,1.66,0.9863543710393873,0.8774610103124025
297.0,Brook Lopez,C,34.0,18.4,2.1,2.5,8.0,0.4803625377643504,0.1214953271028037,0.536,0.8349791376912379,0.707,3.61,1.1202863430451169,1.2339063055288186
298.0,Robin Lopez,C,34.0,11.6,-3.0,-0.1,0.6,0.0906344410876132,0.0467289719626168,0.1119999999999999,0.1060848400556328,0.622,5.23,-0.6374498338072491,-0.35772709879895814
299.0,Kevin Love,PF,34.0,12.95,0.1499999999999999,0.3999999999999999,1.2999999999999998,0.2447129909365558,0.1775700934579439,0.5,0.2218358831710709,0.5795,2.5500000000000003,-0.05868688706684478,0.01671014621047926
300.0,Kyle Lowry,PG,36.0,12.6,0.2,0.9,3.4,0.3383685800604229,0.4766355140186916,0.3279999999999999,0.6075104311543811,0.537,-0.13,0.26733030331635504,0.33691054229545914
301.0,Trey Lyles,PF,27.0,14.2,-1.0,0.3,2.6,0.2296072507552869,0.0841121495327102,0.3279999999999999,0.438769123783032,0.585,2.3,-0.04771263002406719,0.10044606547894076
302.0,Théo Maledon,PG,21.0,11.6,-2.5,-0.1,0.8,0.202416918429003,0.3271028037383178,0.2239999999999999,0.3029902642559109,0.329,-5.89,-0.523368740132721,-0.4091376925207813
303.0,Sandro Mamukelashvili,C,23.0,12.2,-2.7,-0.05,0.4,0.1993957703927492,0.1448598130841121,0.364,0.1196627260083449,0.4875,-3.1050000000000004,-0.5088863333536021,-0.43427917099694646
304.0,Terance Mann,SG,26.0,13.4,-0.2,0.8,4.3,0.2658610271903323,0.2149532710280373,0.272,0.658240611961057,0.537,0.31,0.18849359612467032,0.3234564652756277
305.0,Tre Mann,PG,21.0,10.0,-3.9,-0.6,0.5,0.2326283987915408,0.1682242990654205,0.184,0.4167941585535466,0.488,0.96,-0.538488516380087,-0.28760555465411847
306.0,Boban Marjanović,C,34.0,23.4,1.6,0.2,0.6,0.0996978851963746,0.02803738317757,0.152,0.0606745479833101,0.268,-7.62,-0.5135867495579404,-0.48489658626960425
307.0,Lauri Markkanen,PF,25.0,22.1,3.8,3.3,8.2,0.7734138972809668,0.1775700934579439,0.688,0.8015994436717664,0.451,-1.03,1.4731835212351434,1.4493434265857559
308.0,Naji Marshall,SF,25.0,11.4,-1.9,0.1,2.5,0.2749244712990936,0.2336448598130841,0.288,0.6304937413073713,0.512,1.63,-0.06320405450950102,0.07626966596543354
309.0,Caleb Martin,SF,27.0,11.4,-1.2,0.4,3.7,0.2900302114803625,0.1495327102803738,0.384,0.7316759388038944,0.537,-0.13,0.08165465604035843,0.1536667638158051
310.0,Cody Martin,SF,27.0,8.7,-4.6,-0.1,0.1,0.1510574018126888,0.1495327102803738,0.272,0.0525382475660639,0.329,-5.89,-0.9353935384289339,-0.745847623280306
311.0,Kenyon Martin Jr.,SF,22.0,15.4,-0.7,0.7,4.9,0.3836858006042296,0.1401869158878504,0.44,0.805980528511822,0.268,-7.62,0.1652733874728305,0.29574514256467954
313.0,Garrison Mathews,SG,26.0,9.1,-2.5,-0.1,0.7,0.1450151057401812,0.0467289719626168,0.1119999999999999,0.2132823365785813,0.268,-7.62,-0.937738254713353,-0.6115381863770513
314.0,Bennedict Mathurin,SG,20.0,13.1,-3.7,-1.0,1.8,0.5045317220543806,0.1401869158878504,0.3279999999999999,0.7818150208623088,0.427,-2.91,-0.1755942927122212,0.04082977778896369
315.0,Wesley Matthews,SF,36.0,7.0,-2.7,-0.1,1.2,0.1027190332326283,0.0654205607476635,0.176,0.2899165507649513,0.707,3.61,-0.5830935082670969,-0.3694995411445403
316.0,Tyrese Maxey,SG,22.0,17.0,0.6,1.3,5.4,0.6132930513595166,0.3271028037383178,0.2319999999999999,0.7119610570236439,0.659,4.37,0.8037602897355929,0.8845070729697081
317.0,Skylar Mays,PG,25.0,19.4,0.0,0.1,0.7,0.4622356495468278,0.7757009345794393,0.256,0.0759735744089012,0.402,-3.96,0.12466371341470456,0.014397031314762158
318.0,Miles McBride,PG,22.0,8.4,-2.3,-0.1,0.7,0.1057401812688821,0.102803738317757,0.064,0.2676981919332406,0.573,2.99,-0.5990632842482504,-0.34866235181481214
320.0,CJ McCollum,SG,31.0,15.6,0.8,1.9,4.3,0.6314199395770392,0.5327102803738318,0.352,0.9326495132127955,0.512,1.63,0.8724761534324624,1.0580583250024116
321.0,T.J. McConnell,PG,30.0,16.8,0.5,1.0,3.1,0.2628398791540785,0.4953271028037383,0.248,0.5369610570236439,0.427,-2.91,0.21191459921081532,0.28354738092915566
322.0,Jaden McDaniels,SF,22.0,12.0,-1.2,0.5,4.4,0.3655589123867069,0.1775700934579439,0.312,0.85,0.512,-0.22,0.21687704731281127,0.2447321696922739
323.0,Jalen McDaniels,SF,25.0,12.05,-2.3,-0.05,1.4,0.2613293051359516,0.1308411214953271,0.32,0.3395688456189151,0.494,-0.7599999999999998,-0.3315668987551406,-0.20009694393613814
324.0,Doug McDermott,SF,31.0,11.2,-3.2,-0.4,1.0,0.3081570996978852,0.1308411214953271,0.176,0.4633171070931849,0.268,-9.82,-0.7404455845738335,-0.44599624640847113
325.0,JaVale McGee,C,35.0,17.2,-3.7,-0.1,0.6,0.1329305135951661,0.02803738317757,0.2,0.1256954102920723,0.463,-0.14,-0.6377347268735861,-0.3962906700495392
326.0,Bryce McGowens,SG,20.0,7.2,-6.0,-0.8,0.1,0.1601208459214501,0.1121495327102803,0.16,0.278894297635605,0.329,-5.89,-1.047815210125097,-0.8172044188000221
327.0,Rodney McGruder,SG,31.0,10.7,-1.5,0.1,0.7,0.1722054380664652,0.0841121495327102,0.184,0.1872044506258692,0.207,-7.73,-0.8370389996458297,-0.5614531557447114
328.0,Jordan McLaughlin,PG,26.0,11.8,-0.7,0.2,1.3,0.1117824773413897,0.3177570093457944,0.1119999999999999,0.2405424200278164,0.512,-0.22,-0.3696891188785579,-0.24829525329679986
329.0,De'Anthony Melton,SG,24.0,12.7,0.9,1.6,4.2,0.3051359516616314,0.2429906542056075,0.3279999999999999,0.7565716272600835,0.659,4.37,0.5311726862397602,0.6313948178372937
331.0,Chimezie Metu,PF,25.0,17.3,-0.1,0.3,2.1,0.148036253776435,0.0560747663551401,0.24,0.2424895688456189,0.585,2.3,-0.12533337731253957,-0.039529681503364625
332.0,Khris Middleton,SF,31.0,17.4,0.8,0.6,1.9,0.4561933534743202,0.4579439252336449,0.336,0.2862656467315716,0.707,3.61,0.4152915187025115,0.41699647238390675
333.0,Patty Mills,PG,34.0,10.6,-3.1,-0.2,0.4,0.1873111782477341,0.1308411214953271,0.088,0.2013908205841446,0.549,1.03,-0.6720092230674822,-0.3717789599507617
334.0,Shake Milton,SG,26.0,12.7,-2.0,0.0,2.9,0.2537764350453172,0.2990654205607477,0.2,0.5513212795549374,0.659,4.37,0.030804390626630433,0.15212655363692634
337.0,Davion Mitchell,PG,24.0,9.4,-2.8,-0.3,1.5,0.1691842900302114,0.2149532710280373,0.104,0.5087273991655076,0.585,2.3,-0.3927685720435796,-0.15542787715818376
338.0,Donovan Mitchell,SG,26.0,22.9,6.3,5.0,8.9,0.8549848942598187,0.4112149532710281,0.344,0.8573713490959667,0.622,5.23,1.9848643480847241,1.914714800143048
339.0,Evan Mobley,PF,21.0,17.9,1.7,2.5,8.5,0.4894259818731117,0.2616822429906542,0.72,0.9552851182197496,0.622,5.23,1.3904582658489595,1.2115135103543873
342.0,Malik Monk,SG,24.0,16.6,0.3,1.0,3.2,0.4078549848942598,0.3644859813084112,0.208,0.6047635605006954,0.585,2.3,0.4171684134872149,0.5649614826271143
343.0,Moses Moody,SG,20.0,10.3,-2.6,-0.1,1.3,0.1450151057401812,0.0747663551401869,0.136,0.2878998609179415,0.537,1.66,-0.5123662382112458,-0.29881864715764184
345.0,Wendell Moore Jr.,SG,21.0,9.3,-2.4,0.0,0.1,0.0422960725075528,0.0560747663551401,0.048,0.054346314325452,0.512,-0.22,-0.8226455697958894,-0.6486960130702463
346.0,Ja Morant,PG,23.0,23.3,5.7,3.8,6.0,0.7915407854984894,0.7570093457943925,0.472,0.6877260083449236,0.622,3.6,1.8394975770143693,1.7437964324069022
347.0,Marcus Morris,PF,33.0,10.5,-1.9,0.0,2.0,0.3383685800604229,0.1682242990654205,0.32,0.6436369958275382,0.537,0.31,-0.15155175383844113,0.04074977311569993
348.0,Markieff Morris,PF,33.0,10.7,-1.9,0.0,0.4,0.1087613293051359,0.0841121495327102,0.176,0.1020862308762169,0.549,1.03,-0.6500280767387465,-0.46414421776749054
